[0, 0, 0]
Voltage_1 (1)	Current_1 (1)
+2.968155E+00	+4.036213E-02
+2.968861E+00	+4.042467E-02
+2.969366E+00	+4.049377E-02
+2.969566E+00	+4.056135E-02
+2.971182E+00	+4.062590E-02
+2.971182E+00	+4.069500E-02
+2.970676E+00	+4.075955E-02
+2.971786E+00	+4.082814E-02
+2.972290E+00	+4.089724E-02
+2.972290E+00	+4.096330E-02
+2.973299E+00	+4.102886E-02
+2.974106E+00	+4.109796E-02
+2.974308E+00	+4.116352E-02
+2.974813E+00	+4.123010E-02
+2.975620E+00	+4.129868E-02
+2.976225E+00	+4.136071E-02
+2.977032E+00	+4.143334E-02
+2.976830E+00	+4.150193E-02
+2.978544E+00	+4.156245E-02
+2.978142E+00	+4.163256E-02
+2.978544E+00	+4.169862E-02
+2.978746E+00	+4.176217E-02
+2.979755E+00	+4.183429E-02
+2.978746E+00	+4.189833E-02
+2.979856E+00	+4.196289E-02
+2.981169E+00	+4.203400E-02
+2.981068E+00	+4.209957E-02
+2.981976E+00	+4.216311E-02
+2.981369E+00	+4.223371E-02
+2.981571E+00	+4.229525E-02
+2.982378E+00	+4.236232E-02
+2.983387E+00	+4.243444E-02
+2.983286E+00	+4.249749E-02
+2.983992E+00	+4.256406E-02
+2.984699E+00	+4.263163E-02
+2.984800E+00	+4.269972E-02
+2.986111E+00	+4.276377E-02
+2.986212E+00	+4.283387E-02
+2.986212E+00	+4.289691E-02
+2.986715E+00	+4.296298E-02
+2.987423E+00	+4.303309E-02
+2.988632E+00	+4.310319E-02
+2.988531E+00	+4.316421E-02
+2.989138E+00	+4.323381E-02
+2.989944E+00	+4.329736E-02
+2.989843E+00	+4.336443E-02
+2.990751E+00	+4.343403E-02
+2.991558E+00	+4.349909E-02
+2.991760E+00	+4.356415E-02
+2.992264E+00	+4.363274E-02
+2.992870E+00	+4.369931E-02
+2.992870E+00	+4.376991E-02
+2.993576E+00	+4.383396E-02
+2.994080E+00	+4.390004E-02
+2.995190E+00	+4.397215E-02
+2.995291E+00	+4.403368E-02
+2.995895E+00	+4.409874E-02
+2.996502E+00	+4.417136E-02
+2.996601E+00	+4.423440E-02
+2.996300E+00	+4.429846E-02
+2.996601E+00	+4.436956E-02
+2.997107E+00	+4.443311E-02
+2.998318E+00	+4.450019E-02
+2.997913E+00	+4.456878E-02
+2.998518E+00	+4.463535E-02
